City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,kruisfontein,-34.0033,24.7314,291.97,48,66,3.29,ZA,1674627049
368,hammerfest,70.6634,23.6821,274.4,93,75,3.09,NO,1674627050
369,spearfish,44.4908,-103.8594,272.19,77,100,7.2,US,1674627037
370,waw,7.7029,27.9953,299.33,29,55,2.33,SS,1674627020
371,toamasina,-18.1667,49.3833,303.15,70,40,4.12,MG,1674627051
372,malinovskiy,61.1953,62.8397,263.63,92,97,5.14,RU,1674627052
373,dzhebariki-khaya,62.2167,135.8,233.36,98,97,0.26,RU,1674627052
374,labuhan,-6.8844,112.2051,301.75,74,98,5.15,ID,1674627053
375,ohaeawai,-35.3509,173.8822,292.45,67,19,3.5,NZ,1674627053
376,humaita,-7.5061,-63.0208,295.65,99,98,1.12,BR,1674627053
377,xuzhou,34.1805,117.1571,273.02,14,72,4.53,CN,1674627054
378,mount pleasant,32.7941,-79.8626,283.14,97,100,1.54,US,1674627054
379,mackay,-21.15,149.2,304.08,68,8,3.9,AU,1674627055
380,veraval,20.9,70.3667,294.75,31,5,5.21,IN,1674627055
381,nara,34.6851,135.8049,275.91,40,97,5.58,JP,1674627056
382,sinnai,39.3042,9.2036,278.43,89,40,3.6,IT,1674627056
383,iberia,29.9502,-91.7507,287.19,82,100,5.66,US,1674627056
384,glogow,51.6636,16.0845,273.51,85,100,1.04,PL,1674627057
385,mitha tiwana,32.2486,72.1108,288.47,51,0,1.35,PK,1674627057
386,yar-sale,66.8333,70.8333,257.53,94,100,3.06,RU,1674627058
387,askiz,53.1319,90.5264,264.96,77,100,7.53,RU,1674627058
388,baruun-urt,46.6806,113.2792,255.17,66,65,2.35,MN,1674627059
389,fairview,40.8126,-73.999,276.75,61,0,4.12,US,1674627059
390,leshukonskoye,64.8989,45.7622,268.94,91,99,5.24,RU,1674627059
391,milas,37.3164,27.7839,277.79,93,26,0.51,TR,1674627060
392,hastings,50.8552,0.5729,276.44,55,49,2.06,GB,1674627060
393,tecoanapa,16.5167,-98.75,296.0,75,0,1.95,MX,1674627061
394,hutchinson,38.0608,-97.9298,272.45,94,100,4.12,US,1674627014
395,saint-joseph,-21.3667,55.6167,300.36,87,100,3.5,RE,1674627061
396,roald,62.5833,6.1333,282.66,93,75,11.32,NO,1674627062
397,amta,22.58,88.0083,301.11,35,10,2.49,IN,1674627062
398,luanda,-8.8368,13.2343,298.24,86,100,3.46,AO,1674627063
399,serenje,-13.2325,30.2352,291.49,90,85,4.4,ZM,1674627063
400,ambon,-3.6954,128.1814,303.23,70,40,2.06,ID,1674627064
401,westport,41.1415,-73.3579,275.9,67,75,4.12,US,1674626940
402,beira,-19.8436,34.8389,299.53,83,77,4.15,MZ,1674627064
403,dimitrovgrad,54.2139,49.6184,260.33,92,76,2.47,RU,1674627065
404,orlik,52.5178,99.825,253.21,83,100,0.35,RU,1674627065
405,abu samrah,35.3029,37.1841,282.16,75,5,2.44,SY,1674627065
406,ahipara,-35.1667,173.1667,294.22,61,24,5.54,NZ,1674626914
407,batie,9.8833,-2.9167,297.93,51,31,1.45,BF,1674627066
408,anloga,5.7947,0.8973,299.89,84,4,4.42,GH,1674627066
409,huainan,32.6264,116.9969,272.87,20,86,3.08,CN,1674627066
410,ostrovnoy,68.0531,39.5131,269.23,87,100,13.49,RU,1674627067
411,grand gaube,-20.0064,57.6608,297.37,88,100,1.79,MU,1674627067
412,cabo san lucas,22.8909,-109.9124,291.21,69,67,2.11,MX,1674626830
413,cocorit,27.5833,-109.9667,284.08,23,37,3.55,MX,1674627068
414,ennis,52.8436,-8.9864,282.11,100,75,4.12,IE,1674626924
415,port hawkesbury,45.6169,-61.3485,272.36,83,78,5.81,CA,1674626846
416,huarmey,-10.0681,-78.1522,294.02,85,97,2.27,PE,1674627069
417,fortuna,40.5982,-124.1573,280.36,97,0,2.57,US,1674627069
418,hambantota,6.1241,81.1185,302.38,56,70,3.98,LK,1674627070
419,pilig,17.3428,121.7739,294.36,79,100,1.1,PH,1674627070
420,tongling,30.95,117.7833,275.91,31,60,1.41,CN,1674627070
421,liku,-0.7275,119.8922,301.86,74,98,1.47,ID,1674627071
422,paopao,-17.5,-149.8167,300.09,80,89,7.17,PF,1674627071
423,half moon bay,37.4636,-122.4286,286.27,66,100,3.6,US,1674627072
424,buin,-33.7333,-70.75,296.34,62,0,0.72,CL,1674627072
425,bayan,46.0833,127.4,255.31,71,64,2.88,CN,1674627073
426,cardston,49.2,-113.3019,272.31,63,6,3.09,CA,1674627073
427,vao,-22.6667,167.4833,299.95,81,7,4.56,NC,1674627074
428,florianopolis,-27.6146,-48.5012,297.72,94,40,2.06,BR,1674627074
429,isiro,2.7739,27.616,296.62,39,96,1.14,CD,1674627074
430,kysyl-syr,63.8986,122.7617,232.01,98,87,1.69,RU,1674627075
431,meulaboh,4.1363,96.1285,302.47,64,57,5.3,ID,1674627075
432,salinas,36.6777,-121.6555,283.74,72,0,2.57,US,1674626868
433,cocula,20.3652,-103.8222,284.74,55,0,1.37,MX,1674627076
434,santa maria da vitoria,-13.3947,-44.1886,293.74,94,58,0.68,BR,1674627076
435,margate,51.3813,1.3862,276.97,83,50,0.45,GB,1674627077
436,carutapera,-1.195,-46.02,296.29,95,90,1.88,BR,1674626853
437,churapcha,62.0025,132.4325,232.72,96,100,0.86,RU,1674627077
438,quesnel,52.9999,-122.5029,272.43,100,100,1.03,CA,1674627078
439,cacu,-18.5567,-51.1308,293.67,94,80,1.77,BR,1674627078
440,waipawa,-41.4122,175.5153,291.11,79,65,4.57,NZ,1674626948
441,maceio,-9.6658,-35.7353,296.84,94,20,0.0,BR,1674627079
442,krasnovishersk,60.4078,57.082,261.72,95,100,3.16,RU,1674627079
443,malm,64.0721,11.2172,280.25,94,100,11.19,NO,1674627080
444,amalapuram,16.5833,82.0167,302.31,40,11,2.82,IN,1674627080
445,khor,47.8861,134.9464,244.66,90,80,4.25,RU,1674627081
446,maraa,-1.8333,-65.3667,295.06,96,100,0.92,BR,1674627081
447,shetpe,44.1667,52.1167,269.23,47,8,1.5,KZ,1674627082
448,tevriz,57.509,72.4042,264.4,91,100,4.19,RU,1674627082
449,belluru,12.9911,76.7444,298.92,48,54,3.31,IN,1674627083
450,cayenne,4.9333,-52.3333,294.17,100,40,0.0,GF,1674627083
451,kumluca,36.3703,30.2869,286.83,52,0,2.11,TR,1674627083
452,ornskoldsvik,63.2909,18.7153,276.68,93,0,3.09,SE,1674627084
453,xiamen,24.4798,118.0819,282.73,54,42,6.77,CN,1674627084
454,tayga,56.06,85.6197,245.98,92,25,1.64,RU,1674627085
455,turukhansk,65.8167,87.9833,246.82,87,96,5.38,RU,1674627085
456,isla vista,34.4133,-119.861,287.29,71,0,0.0,US,1674627086
457,jurado,7.1053,-77.7641,297.42,92,93,1.22,CO,1674627086
458,sadasivpet,17.6212,77.9503,301.23,19,32,4.54,IN,1674627086
459,sobolevo,54.4299,31.8996,268.39,84,59,1.03,RU,1674627087
460,uribia,11.7139,-72.266,298.28,70,89,9.89,CO,1674627087
461,ialibu,-6.2821,143.9935,291.28,92,99,1.21,PG,1674627088
462,sambava,-14.2667,50.1667,300.82,66,87,1.9,MG,1674627088
463,dehloran,32.6941,47.2679,286.71,39,0,1.87,IR,1674627089
464,fomboni,-12.28,43.7425,301.57,80,100,7.71,KM,1674627089
465,mantenopolis,-18.8625,-41.1228,294.78,96,100,1.13,BR,1674627090
466,karratha,-20.7377,116.8463,306.52,51,29,5.53,AU,1674627091
467,wajir,1.7471,40.0573,300.21,58,19,6.48,KE,1674627091
468,biltine,14.5333,20.9167,294.14,11,100,4.7,TD,1674627092
469,kijang,35.2442,129.2139,271.29,13,0,1.67,KR,1674627092
470,komsomolskiy,40.4272,71.7189,270.55,74,100,0.0,UZ,1674627092
471,palana,59.1167,159.9667,261.54,70,39,5.84,RU,1674627093
472,imbituba,-28.24,-48.6703,294.96,87,0,3.0,BR,1674627094
473,mount vernon,40.9126,-73.8371,277.38,67,75,4.12,US,1674626878
474,saint-pierre,-21.3393,55.4781,300.97,65,0,1.03,RE,1674627057
475,kastrakion,39.7156,21.6181,279.55,97,100,2.24,GR,1674627094
476,carlisle,40.2015,-77.1889,273.37,69,78,1.18,US,1674627018
477,biak,-0.9131,122.8766,299.98,78,98,0.41,ID,1674627095
478,west bay,19.3667,-81.4167,298.19,85,1,0.45,KY,1674627095
479,gizo,-8.103,156.8419,301.55,71,100,0.98,SB,1674627096
480,quelimane,-17.8786,36.8883,300.12,89,75,5.66,MZ,1674627096
481,bara,10.3744,10.7288,293.23,18,89,2.61,NG,1674627097
482,kazanka,47.8462,32.8218,270.3,87,7,2.86,UA,1674627097
483,kawambwa,-9.7915,29.0791,292.4,90,100,2.09,ZM,1674627098
484,sitrah,26.1547,50.6206,293.68,70,20,2.57,BH,1674627098
485,grass valley,39.2191,-121.0611,280.39,66,11,3.13,US,1674627098
486,bratsk,56.1325,101.6142,252.42,89,96,1.96,RU,1674627099
487,seddon,-37.8068,144.8916,307.97,46,0,5.14,AU,1674627095
488,ayios vasilios,37.8,22.8,283.87,93,100,2.11,GR,1674627099
489,brainerd,46.358,-94.2008,269.31,86,100,0.0,US,1674627099
490,kalmunai,7.4167,81.8167,300.49,66,83,4.47,LK,1674627100
491,pangody,65.85,74.4859,257.33,96,97,5.09,RU,1674627100
492,poum,-20.2333,164.0167,301.69,74,13,2.44,NC,1674627100
493,ternate,0.8,127.4,301.11,77,70,2.64,ID,1674627101
494,cherskiy,68.75,161.3,241.78,97,100,0.4,RU,1674627101
495,mizdah,31.4451,12.9801,279.1,82,0,0.49,LY,1674627101
496,bow island,49.8668,-111.3684,274.25,80,100,3.6,CA,1674627102
497,matara,5.9485,80.5353,301.73,62,57,1.14,LK,1674627102
498,olafsvik,64.8945,-23.7142,273.26,67,77,6.2,IS,1674627102
499,changping,40.2186,116.2197,265.95,13,69,2.35,CN,1674627102
500,selty,57.3132,52.1345,261.65,97,99,2.5,RU,1674627103
501,balkanabat,39.5108,54.3671,274.98,31,0,0.77,TM,1674627103
502,marzuq,14.4,46.4667,292.47,51,0,3.04,YE,1674627103
503,ballina,-28.8667,153.5667,304.27,75,33,6.33,AU,1674627104
504,rockingham,42.9668,-71.0995,273.99,91,37,2.38,US,1674627104
505,ulaangom,49.9811,92.0667,250.45,94,100,1.37,MN,1674627104
506,limbuhan,11.8838,124.0501,299.92,74,88,9.36,PH,1674627105
507,mabaruma,8.2,-59.7833,293.35,98,40,0.5,GY,1674627105
508,gbarnga,6.9956,-9.4722,294.07,98,99,0.81,LR,1674627105
509,pecos,31.4229,-103.4932,278.87,93,0,0.0,US,1674627106
510,kidal,18.4411,1.4078,294.14,16,9,2.79,ML,1674627106
511,zhigansk,66.7697,123.3711,228.34,97,69,2.55,RU,1674627106
512,horqueta,-23.3428,-57.0597,296.87,70,0,1.96,PY,1674627107
513,boffa,10.1667,-14.0333,295.65,93,71,0.77,GN,1674627107
514,tripoli,32.8752,13.1875,284.73,56,2,2.51,LY,1674626968
515,aguimes,27.9054,-15.4461,289.5,61,75,6.17,ES,1674627108
516,contramaestre,20.2978,-76.2414,292.37,90,4,1.38,CU,1674627108
517,shache,38.4167,77.2406,264.61,72,93,0.59,CN,1674627108
518,ambilobe,-13.2,49.05,299.3,86,71,1.54,MG,1674627109
519,alyangula,-13.8483,136.4192,302.54,68,76,3.66,AU,1674627109
520,pacific grove,36.6177,-121.9166,283.51,81,0,2.57,US,1674627109
521,iwaki,37.05,140.8833,271.49,69,18,0.89,JP,1674627110
522,winona,43.9666,-91.7668,270.36,91,100,4.05,US,1674627110
523,belmonte,-15.8631,-38.8828,297.85,88,43,3.61,BR,1674627111
524,nizhniy kuranakh,58.8353,125.4869,244.15,91,100,0.4,RU,1674627111
525,bambanglipuro,-7.95,110.2833,301.39,77,99,5.1,ID,1674627111
526,magrath,49.4167,-112.8686,270.99,69,40,3.09,CA,1674627112
527,morwell,-38.2333,146.4,302.26,21,4,2.38,AU,1674627112
528,coihaique,-45.5752,-72.0662,283.12,66,100,1.03,CL,1674627112
529,abu dhabi,24.4667,54.3667,294.21,60,0,7.2,AE,1674626826
530,haapiti,-17.5667,-149.8667,300.0,79,92,6.64,PF,1674627113
531,bonavista,48.6499,-53.1147,272.6,83,10,8.08,CA,1674627113
532,atbasar,51.8,68.3333,258.41,96,89,4.24,KZ,1674627113
533,mildura,-34.2,142.15,308.19,29,0,3.11,AU,1674627114
534,sept-iles,50.2001,-66.3821,261.15,55,20,6.69,CA,1674627114
535,fort nelson,58.8053,-122.7002,263.92,86,75,2.06,CA,1674627115
536,kastamonu,41.5,33.6667,273.16,64,100,1.25,TR,1674627116
537,verkhoyansk,67.5447,133.385,224.43,100,60,1.1,RU,1674627117
538,kedrovyy,56.1667,91.8167,263.38,92,100,1.8,RU,1674627117
539,williams lake,52.1415,-122.1445,272.62,98,98,1.12,CA,1674627017
540,chicama,-7.8447,-79.1469,291.45,76,91,1.78,PE,1674627117
541,champasak,14.75,106.0,300.89,35,92,2.12,LA,1674627118
542,cockburn town,21.4612,-71.1419,298.16,75,2,8.69,TC,1674626821
543,zaraza,9.3503,-65.3245,293.53,92,34,2.06,VE,1674627118
544,carahue,-38.7,-73.1667,281.69,96,0,0.38,CL,1674627119
545,kochinda,21.7333,84.35,302.13,21,13,0.09,IN,1674627119
546,alamos,27.0167,-108.9333,283.37,22,50,2.1,MX,1674627120
547,crepy-en-valois,49.2336,2.8881,274.88,89,9,2.03,FR,1674627120
548,bisho,-32.8472,27.4422,289.5,82,100,2.08,ZA,1674627121
549,krapkowice,50.4752,17.9654,274.53,85,100,2.1,PL,1674627121
550,danilov,58.1908,40.1717,261.89,98,93,2.33,RU,1674627122
551,tabas,33.5959,56.9244,277.59,34,0,0.81,IR,1674627122
552,hornepayne,49.2138,-84.7705,253.52,100,99,1.02,CA,1674627122
553,buala,-8.145,159.5921,300.9,79,91,3.23,SB,1674627123
554,hearst,49.6835,-83.6665,257.29,99,100,0.84,CA,1674627123
555,havre-saint-pierre,50.2334,-63.5986,264.15,57,0,6.17,CA,1674627124
556,englehart,47.8169,-79.8664,255.46,85,75,1.03,CA,1674627124
557,laredo,27.5064,-99.5075,283.31,57,0,3.6,US,1674626889
558,guerande,47.3291,-2.4283,275.14,90,100,4.89,FR,1674627125
559,auki,-8.7676,160.7034,301.55,71,94,1.09,SB,1674627125
560,sola,-13.8833,167.55,301.37,75,67,5.7,VU,1674627125
561,dreznica,43.5289,17.2819,273.31,86,18,3.44,BA,1674627126
562,killybegs,54.6333,-8.45,282.31,91,100,4.94,IE,1674627127
563,uvira,-3.4067,29.1458,296.95,74,99,1.08,CD,1674627127
564,gorontalo,0.5412,123.0595,302.44,74,99,1.8,ID,1674627128
